code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,click_total,final_result
AAA,2014J,199897,1,2,3,2,2,2,0,60,2135,2
AAA,2014J,200804,1,9,2,10,1,2,0,60,930,2
AAA,2014J,205494,1,10,3,4,2,2,0,60,1114,2
AAA,2014J,228021,1,7,2,5,2,2,0,60,4028,1
AAA,2014J,228383,1,13,3,6,1,2,0,60,2386,2
AAA,2014J,232307,1,9,1,6,2,2,0,60,702,2
AAA,2014J,235068,2,2,1,4,2,2,0,60,2811,2
AAA,2014J,236875,1,12,2,5,1,2,0,60,201,2
AAA,2014J,237274,1,13,2,2,1,2,0,60,2025,2
AAA,2014J,243510,2,10,1,7,1,2,0,60,549,3
AAA,2014J,244246,2,8,2,7,1,2,0,60,1365,2
AAA,2014J,248581,2,12,2,5,1,2,0,60,2883,1
AAA,2014J,252073,2,13,2,4,2,2,0,120,865,2
AAA,2014J,254625,1,11,2,3,2,2,0,60,1987,1
AAA,2014J,258587,1,10,2,2,2,2,0,60,6609,1
AAA,2014J,260623,1,8,1,5,1,2,0,60,1178,2
AAA,2014J,263251,1,1,2,5,2,2,0,60,2485,2
AAA,2014J,263543,1,1,1,10,2,2,0,60,1594,2
AAA,2014J,263952,1,5,1,0,2,2,0,60,1444,1
AAA,2014J,266524,2,9,2,4,1,2,0,240,359,2
AAA,2014J,273346,1,2,1,8,2,2,0,60,2080,2
AAA,2014J,274947,1,1,1,5,1,2,0,120,251,4
AAA,2014J,275674,2,4,2,3,1,2,0,60,2090,4
AAA,2014J,275792,2,1,3,6,1,2,0,60,605,2
AAA,2014J,277123,2,2,2,8,2,2,0,60,537,3
AAA,2014J,281077,2,1,3,6,1,2,0,60,895,2
AAA,2014J,281636,2,12,2,3,1,2,0,60,2682,2
AAA,2014J,285315,1,1,3,8,1,2,0,60,1157,2
AAA,2014J,287040,2,1,2,5,2,2,0,90,2267,2
AAA,2014J,287204,1,7,2,1,1,2,0,60,1845,2
AAA,2014J,287210,1,7,2,8,2,2,0,60,3275,2
AAA,2014J,288994,1,7,2,4,1,2,0,120,134,3
AAA,2014J,289449,1,2,3,10,2,2,0,60,1336,2
AAA,2014J,290164,2,7,3,4,2,2,0,60,5805,2
AAA,2014J,292525,1,9,2,8,1,2,0,60,311,2
AAA,2014J,292775,1,8,2,5,1,2,0,60,1859,2
AAA,2014J,293824,2,10,2,6,2,2,0,60,7901,2
AAA,2014J,294496,1,6,2,2,2,1,0,60,1422,2
AAA,2014J,294655,1,11,2,8,2,2,0,60,2219,3
AAA,2014J,295060,1,1,2,8,1,2,0,60,1097,3
AAA,2014J,295075,1,9,3,8,3,2,0,60,1642,2
AAA,2014J,296424,1,7,2,4,2,2,0,60,1695,2
AAA,2014J,298034,1,7,2,8,2,2,0,120,1681,3
AAA,2014J,298838,2,13,2,8,1,2,0,60,1604,2
AAA,2014J,301967,1,10,2,3,1,2,0,60,193,2
AAA,2014J,302476,1,8,2,8,1,2,0,60,1766,1
AAA,2014J,303521,2,3,2,3,2,2,0,60,7163,2
AAA,2014J,303985,2,7,3,8,1,2,1,60,381,2
AAA,2014J,304465,2,12,2,6,1,2,0,60,3553,2
AAA,2014J,306646,1,9,2,9,1,2,0,60,144,2
AAA,2014J,309142,2,9,2,10,2,2,0,60,560,2
AAA,2014J,310412,2,4,2,5,2,2,0,60,2339,2
AAA,2014J,311235,1,10,2,6,2,2,0,60,1168,2
AAA,2014J,311659,1,1,2,8,1,2,0,120,112,3
AAA,2014J,313937,1,7,3,9,2,2,0,60,6965,2
AAA,2014J,315076,1,13,2,1,1,2,0,60,1435,2
AAA,2014J,315744,1,7,2,10,2,2,0,60,4574,1
AAA,2014J,323370,2,12,2,4,1,2,0,120,2141,2
AAA,2014J,323805,2,12,2,3,1,2,0,180,0,4
AAA,2014J,328024,1,13,2,2,2,2,0,60,2444,2
AAA,2014J,328734,2,1,2,9,1,2,0,180,0,4
AAA,2014J,329659,2,1,2,4,1,1,0,60,487,3
AAA,2014J,330594,1,10,1,6,1,2,0,60,1043,2
AAA,2014J,332884,1,11,2,7,1,2,0,60,1648,2
AAA,2014J,334441,1,4,3,7,1,2,0,60,283,3
AAA,2014J,335247,1,10,2,9,1,2,0,60,604,2
AAA,2014J,337748,2,13,2,4,1,2,0,120,93,4
AAA,2014J,338407,1,2,2,7,2,2,0,60,270,2
AAA,2014J,341876,1,1,3,2,1,2,0,120,1784,4
AAA,2014J,345440,1,9,3,10,1,2,0,60,165,2
AAA,2014J,345519,2,5,2,0,1,2,0,60,1141,2
AAA,2014J,346118,2,1,2,3,2,2,0,120,700,2
AAA,2014J,348275,1,7,3,5,2,2,0,120,545,4
AAA,2014J,348807,1,2,2,9,2,2,0,60,425,2
AAA,2014J,350156,1,10,2,4,1,2,0,120,560,2
AAA,2014J,350939,1,1,1,9,1,2,0,60,1427,2
AAA,2014J,351336,2,2,2,2,1,2,0,60,944,2
AAA,2014J,353665,1,9,2,8,2,2,0,60,398,2
AAA,2014J,354170,2,11,2,1,1,2,0,60,945,3
AAA,2014J,356170,1,6,3,4,1,2,0,60,768,2
AAA,2014J,358182,1,9,1,9,1,2,0,120,1901,2
AAA,2014J,364957,2,1,3,8,2,2,0,60,1638,2
AAA,2014J,369834,1,12,2,7,1,2,0,60,1265,4
AAA,2014J,371710,1,7,3,2,1,2,0,60,2960,2
AAA,2014J,373872,2,9,2,5,1,2,0,60,1528,2
AAA,2014J,375260,1,3,3,0,1,2,0,60,829,2
AAA,2014J,375646,1,4,2,5,1,2,0,120,606,2
AAA,2014J,377546,1,1,2,6,1,1,0,120,1660,1
AAA,2014J,381642,2,6,2,3,1,2,0,60,1290,4
AAA,2014J,382095,1,9,1,6,1,2,0,60,2392,2
AAA,2014J,383180,2,9,2,8,1,2,0,60,657,4
AAA,2014J,383600,1,7,2,8,1,2,0,60,725,2
AAA,2014J,383723,1,1,3,10,3,2,0,60,7532,2
AAA,2014J,384203,1,7,3,3,1,2,0,120,5184,2
AAA,2014J,384725,2,1,1,10,2,2,0,60,4677,2
AAA,2014J,387533,1,7,3,6,2,2,0,60,1096,3
AAA,2014J,387954,2,9,2,7,2,2,0,60,532,4
AAA,2014J,388147,2,10,2,2,2,2,0,300,441,3
AAA,2014J,391249,1,9,3,10,2,2,0,60,2648,1
AAA,2014J,396599,2,9,1,7,1,1,0,120,1039,3
AAA,2014J,396655,2,9,1,5,1,1,0,180,462,3
AAA,2014J,398171,2,10,2,8,1,2,0,120,1337,2
AAA,2014J,398349,2,2,3,8,1,2,0,60,4295,2
AAA,2014J,400147,1,8,1,7,2,2,0,60,338,2
AAA,2014J,400682,2,4,2,3,1,2,0,60,1584,2
AAA,2014J,401404,1,12,2,10,1,2,0,180,1326,2
AAA,2014J,402204,1,12,2,0,2,2,0,60,751,2
AAA,2014J,402727,2,1,2,7,1,1,0,60,414,2
AAA,2014J,402961,2,6,1,9,2,2,0,60,4555,2
AAA,2014J,404356,2,8,2,10,1,2,0,60,2076,2
AAA,2014J,406671,1,10,2,9,2,2,0,60,405,2
AAA,2014J,406682,1,8,3,8,3,2,0,60,2752,1
AAA,2014J,409100,1,8,3,9,2,2,0,60,2180,2
AAA,2014J,409703,1,1,2,4,1,2,0,120,2808,2
AAA,2014J,410092,2,6,2,1,2,2,0,60,339,2
AAA,2014J,411971,1,3,2,5,1,2,0,60,1318,2
AAA,2014J,418731,1,3,2,8,1,2,0,90,127,3
AAA,2014J,421455,2,5,2,6,1,2,0,60,1472,2
AAA,2014J,424577,1,4,3,2,1,2,0,120,2196,2
AAA,2014J,429858,1,3,1,0,1,2,0,300,232,1
AAA,2014J,431025,1,1,2,10,1,2,0,150,300,3
AAA,2014J,439305,1,8,2,7,2,2,0,60,613,2
AAA,2014J,440319,2,12,2,3,1,2,0,60,676,4
AAA,2014J,442064,2,10,3,8,1,2,0,120,402,2
AAA,2014J,442132,1,10,3,3,1,2,0,60,176,2
AAA,2014J,446108,1,10,2,8,1,2,0,120,879,2
AAA,2014J,447481,1,3,2,8,1,2,0,60,767,2
AAA,2014J,468120,1,12,1,6,1,2,0,120,116,3
AAA,2014J,468694,1,9,2,10,1,2,0,120,473,4
AAA,2014J,470982,2,1,3,3,2,2,1,120,1528,2
AAA,2014J,476603,1,11,2,1,1,2,0,120,1365,1
AAA,2014J,481022,1,2,2,3,1,2,0,180,79,3
AAA,2014J,483800,2,13,2,4,1,2,0,120,1368,2
AAA,2014J,484897,2,10,2,10,1,2,0,120,711,2
AAA,2014J,485962,2,1,3,8,1,2,0,120,1034,2
AAA,2014J,488382,2,4,2,2,1,2,0,180,0,4
AAA,2014J,488990,1,10,2,9,2,2,0,60,710,2
AAA,2014J,500113,1,8,2,8,1,2,0,120,473,2
AAA,2014J,503889,2,13,2,4,1,2,0,60,1901,2
AAA,2014J,514526,1,4,1,2,1,1,0,120,45,4
AAA,2014J,518808,2,7,3,10,1,2,0,60,1443,2
AAA,2014J,522482,2,7,3,8,1,2,0,90,212,4
AAA,2014J,527100,1,12,3,8,1,2,0,120,914,1
AAA,2014J,527801,1,10,1,10,2,2,0,120,607,3
AAA,2014J,533068,1,9,3,10,1,2,0,60,398,2
AAA,2014J,537081,2,7,3,2,1,2,0,120,871,3
AAA,2014J,544253,1,4,2,7,2,2,0,120,2270,2
AAA,2014J,548120,1,4,3,9,1,2,0,60,804,2
AAA,2014J,561467,2,9,2,9,1,2,0,90,453,4
AAA,2014J,567922,2,6,2,6,1,2,0,120,0,4
AAA,2014J,569505,2,2,3,7,2,2,0,60,4225,1
AAA,2014J,570317,1,11,2,8,1,2,0,120,1027,2
AAA,2014J,574505,2,12,3,5,1,2,0,120,850,2
AAA,2014J,588477,1,13,3,3,1,2,0,60,5183,2
AAA,2014J,593846,1,9,3,6,1,2,0,120,934,4
AAA,2014J,593987,2,1,3,8,2,2,0,180,1667,3
AAA,2014J,596288,2,7,3,8,1,2,0,120,375,2
AAA,2014J,598070,2,4,2,2,1,2,0,60,3,4
AAA,2014J,603834,2,7,3,6,1,2,0,90,341,2
AAA,2014J,608440,2,9,3,6,2,2,0,120,187,4
AAA,2014J,623710,2,8,2,3,2,2,0,120,0,4
AAA,2014J,623840,1,1,2,1,1,2,0,120,2370,2
AAA,2014J,626240,1,9,3,4,1,2,0,120,588,2
AAA,2014J,628088,1,8,2,8,1,1,0,60,519,4
AAA,2014J,628312,2,8,3,9,1,2,0,120,77,4
AAA,2014J,630142,1,1,2,10,1,2,0,120,455,4
AAA,2014J,637665,2,9,3,10,1,2,0,60,2983,2
AAA,2014J,639053,1,5,2,7,1,2,0,120,195,2
AAA,2014J,642878,1,10,3,8,1,2,0,60,578,4
AAA,2014J,648130,1,13,2,9,1,2,0,240,447,4
AAA,2014J,676546,1,7,3,9,1,2,0,120,321,4
AAA,2014J,677186,1,8,3,8,1,2,0,60,636,2
AAA,2014J,677281,1,11,2,9,1,2,0,60,126,3
AAA,2014J,684180,1,5,3,0,1,2,0,120,171,2
AAA,2014J,687698,1,13,3,3,1,2,0,120,174,2
AAA,2014J,696073,2,3,1,0,1,2,0,60,2168,2
AAA,2014J,696578,1,9,3,7,1,2,0,60,1667,4
AAA,2014J,852847,1,10,2,7,3,2,0,60,181,3
AAA,2014J,998493,2,9,2,10,3,2,0,60,10464,2
AAA,2014J,1045203,1,11,1,1,2,2,0,60,3533,2
AAA,2014J,1112555,2,9,2,4,2,2,0,60,2404,2
AAA,2014J,1183831,1,10,3,8,3,2,0,60,2818,4
AAA,2014J,1268696,1,10,3,9,2,2,0,60,326,2
AAA,2014J,1336190,1,4,3,9,3,2,0,60,1021,2
AAA,2014J,1398979,2,9,2,10,3,2,0,60,5071,4
AAA,2014J,1469279,2,1,3,5,2,2,0,120,0,4
AAA,2014J,1471214,1,2,2,7,2,2,0,60,1161,2
AAA,2014J,1484804,2,12,2,5,2,2,0,60,1454,2
AAA,2014J,1511033,1,11,2,6,2,2,0,60,679,2
AAA,2014J,1576513,2,2,2,7,2,2,0,60,15716,1
AAA,2014J,1609002,2,2,2,8,2,2,0,60,1025,2
AAA,2014J,1629771,1,8,2,7,2,2,0,60,522,1
AAA,2014J,1676594,1,4,3,9,3,2,0,60,177,4
AAA,2014J,1686551,2,7,2,5,2,2,0,60,647,4
AAA,2014J,1689639,2,8,1,7,2,2,0,60,1882,4
AAA,2014J,1715896,1,9,2,9,2,2,0,60,5314,2
AAA,2014J,1721270,1,8,1,6,2,2,0,90,730,2
AAA,2014J,1757766,2,6,2,4,2,2,0,60,3301,2
AAA,2014J,1773377,1,4,2,10,2,2,0,60,711,2
AAA,2014J,1799111,1,7,2,7,2,2,0,60,1174,2
AAA,2014J,1818673,2,7,3,3,2,2,0,120,336,3
AAA,2014J,1839386,2,13,1,4,2,2,0,60,207,4
AAA,2014J,1926668,1,4,1,4,2,2,0,60,2094,2
AAA,2014J,1947156,2,8,2,5,2,2,0,60,2074,2
AAA,2014J,1967783,2,9,2,8,2,1,0,60,2171,2
AAA,2014J,1975209,1,8,1,5,2,2,0,60,2754,2
AAA,2014J,2010232,2,7,2,9,1,2,0,60,4127,2
AAA,2014J,2045084,1,6,3,5,2,2,0,120,326,3
AAA,2014J,2057803,1,4,1,6,2,2,0,60,3418,2
AAA,2014J,2085209,2,5,3,5,2,2,0,60,7427,2
AAA,2014J,2086400,1,7,2,8,2,2,0,60,3501,2
AAA,2014J,2148681,2,2,1,5,2,2,0,90,2346,2
AAA,2014J,2158048,2,3,2,5,2,2,0,60,851,4
AAA,2014J,2158196,2,10,1,4,2,2,0,120,544,4
AAA,2014J,2165164,2,10,1,2,1,2,0,60,1621,2
AAA,2014J,2168833,1,10,1,6,2,2,0,60,20,4
AAA,2014J,2207874,2,12,1,6,1,2,0,120,265,3
AAA,2014J,2240349,1,10,1,3,2,2,0,60,3109,2
AAA,2014J,2244332,1,6,2,3,2,2,0,60,13879,1
AAA,2014J,2273119,2,12,2,4,1,2,0,60,105,4
AAA,2014J,2277857,2,12,2,8,2,2,0,60,2672,2
AAA,2014J,2297896,2,12,2,8,2,2,0,60,566,2
AAA,2014J,2313257,1,4,2,4,2,2,0,360,28,4
AAA,2014J,2330254,1,4,1,5,2,2,0,60,2867,2
AAA,2014J,2355470,1,2,2,9,2,2,0,120,216,2
AAA,2014J,2363863,2,6,2,1,1,2,0,60,4481,1
AAA,2014J,2369415,1,4,2,5,2,2,0,60,729,2
AAA,2014J,2375975,2,1,2,7,2,1,0,60,4298,2
AAA,2014J,2397661,2,2,1,3,2,2,0,60,1657,2
AAA,2014J,2398313,1,1,1,8,2,2,0,60,3219,2
AAA,2014J,2404408,2,10,1,5,2,2,0,60,802,3
AAA,2014J,2425993,1,7,3,5,1,2,0,60,737,2
AAA,2014J,2432796,2,1,3,8,2,2,0,60,963,2
AAA,2014J,2434159,1,6,2,2,1,2,0,60,172,2
AAA,2014J,2436812,2,9,2,10,1,2,0,60,577,3
AAA,2014J,2467267,1,12,3,1,1,2,0,60,90,2
AAA,2014J,2473538,2,8,2,9,2,2,0,60,1473,2
AAA,2014J,2474849,2,7,2,1,2,2,1,60,142,4
AAA,2014J,2494700,1,13,3,8,1,2,0,60,3527,2
AAA,2014J,2500258,2,6,2,8,1,2,0,120,2403,2
AAA,2014J,2507842,2,6,2,10,2,2,0,60,1204,4
AAA,2014J,2509639,1,12,2,9,1,2,0,90,1227,2
AAA,2014J,2514368,1,12,2,6,2,2,0,60,377,1
AAA,2014J,2514898,2,1,1,10,2,2,0,60,1828,2
AAA,2014J,2521865,2,9,2,6,2,1,0,60,3945,2
AAA,2014J,2522927,2,10,2,7,2,2,0,60,4477,2
AAA,2014J,2540168,2,2,3,8,2,2,0,60,919,4
AAA,2014J,2546445,1,7,3,9,3,2,0,60,2372,4
AAA,2014J,2551797,2,8,2,9,1,2,0,60,694,2
AAA,2014J,2551932,1,8,1,6,1,2,0,60,539,4
AAA,2014J,2574990,2,10,3,7,2,2,0,60,1855,3
AAA,2014J,2578676,1,5,1,3,2,2,0,120,1260,2
AAA,2014J,2581477,2,1,1,5,2,2,0,60,5956,2
AAA,2014J,2584873,2,1,2,9,1,2,0,120,1443,2
AAA,2014J,2595841,2,2,1,7,2,2,0,60,969,3
AAA,2014J,2596621,1,10,2,6,3,2,0,60,7649,2
AAA,2014J,2601889,1,12,3,8,2,2,0,60,2473,2
AAA,2014J,2602338,2,6,1,3,2,2,0,120,816,3
AAA,2014J,2606802,1,5,2,7,1,2,0,60,306,3
AAA,2014J,2624961,2,4,2,9,1,2,0,60,365,3
AAA,2014J,2630087,2,2,1,10,2,2,0,210,90,4
AAA,2014J,2633226,1,10,2,6,2,2,0,60,1044,2
AAA,2014J,2642616,2,13,2,3,2,2,0,90,1803,2
AAA,2014J,2642935,2,2,1,9,2,2,0,60,4385,1
AAA,2014J,2648611,2,8,2,3,2,2,0,60,1513,2
AAA,2014J,2649800,1,12,1,6,2,2,0,60,1249,2
AAA,2014J,2654628,2,1,1,10,2,2,1,60,1368,2
AAA,2014J,2677624,1,6,2,2,2,2,0,90,1158,2
AAA,2014J,2680312,1,7,3,10,3,2,0,60,4966,2
AAA,2014J,2688166,1,13,1,5,2,2,0,60,680,2
AAA,2014J,2690062,2,6,2,10,2,2,0,120,257,4
AAA,2014J,2692514,1,6,1,1,2,2,0,120,6661,2
AAA,2014J,2694788,2,9,2,8,2,1,0,180,100,3
